followers count,friends count,retweet count,favorite count,polarity,SubjectivityClass
399,1084,0,0,0.0,0
525,699,0,1,0.0,0
359,344,0,0,0.4,1
525,699,1,1,0.0,0
108,177,0,0,0.0,2
615,100,0,0,0.0,1
5356,4107,0,0,0.25,0
8797,2908,5,7,0.03333333333333333,0
547,459,0,0,0.2857142857142857,1
699,399,1,2,0.0,0
525,699,0,0,0.0,0
525,699,0,0,0.0,0
426,727,1,1,0.2,0
1488,2188,0,0,-0.05,1
2230,2557,0,1,0.75,2
525,699,1,1,0.0,0
96,85,0,0,0.0,0
2120,382,0,2,0.0,0
2481,83,0,6,0.08,0
3867,2441,0,1,0.0,0
3,51,0,0,0.0,2
19959,4521,5,11,0.0,0
6552,5,7,14,0.0,0
26,10,0,0,0.0,0
28,19,0,0,0.0,0
30,15,0,0,0.0,0
19,9,0,0,0.0,0
1557229,1268,0,5,0.0,0
656,212,0,3,0.21714285714285714,0
434,666,0,0,-0.25,0
129,450,0,0,0.0,0
352,327,5,3,0.0,0
1311,1057,2,4,1.0,2
3727,4658,0,0,0.0,0
124974,1110,3,4,0.0,0
4229,2391,0,3,0.5,2
17,35,0,1,-0.2277777777777778,0
4313,698,8,11,0.0,0
137,141,0,1,0.0,0
6508,1599,2,0,0.0,0
19503,4310,1,1,0.08333333333333333,0
121306,102,35,172,-0.07142857142857142,0
9169,1896,0,1,-0.19375,0
114399,294,5,23,0.2,1
660,1956,0,0,0.0,0
1656,136,0,1,0.0,0
5877,493,0,1,-0.075,1
3034,116,4,9,-0.0625,1
79079,142,4,6,0.0,0
13259,11295,0,0,0.13636363636363635,1
10265,3332,0,0,0.20000000000000004,2
5328,1053,0,0,0.20000000000000004,2
4871,651,0,0,0.20000000000000004,2
87,379,3,1,0.0,0
16,19,0,0,0.0,0
2863,2363,1,0,0.0,0
19927,504,2,4,0.0,0
3886,1638,6,11,0.2,2
684,1062,0,0,-0.1111111111111111,0
4326,2143,4,3,0.21428571428571427,2
4227,137,4,5,0.0,0
62814,1710,6,12,0.0,0
11468,1392,0,3,0.1,0
240,1673,0,2,0.0,0
1811,1248,4,6,0.0,0
482,2218,0,0,0.5,1
10336,1,2,0,0.6000000000000001,2
6644,2903,0,0,-0.3499999999999999,0
56865,49918,13,6,-0.09999999999999998,2
198,477,0,0,0.6,2
1713,369,0,1,0.0,0
2750,402,0,1,0.0,0
4501,3943,0,1,0.0,1
1464,602,0,0,0.0,0
1160,1689,0,0,-0.07142857142857142,0
1599,2994,4,4,-0.075,0
36,371,0,0,0.37777777777777777,1
1436,1180,0,11,0.5,1
91,33,1,0,-0.2,0
57,46,0,0,0.0,0
971,1632,0,2,0.5,1
684,1062,0,0,0.0625,1
327,204,1,2,0.0,0
946,2735,0,1,0.0,0
684,1062,0,0,0.0,0
820,256,0,0,0.13636363636363635,1
162,132,0,0,0.0,1
762,165,0,0,0.35,2
70718,2060,5,33,0.0,0
20,110,0,0,0.1875,1
682,399,0,5,0.0,0
55731,5314,9,6,-0.16666666666666666,1
26748,1857,0,2,0.5,1
1468,236,0,0,0.5,1
8448,865,0,2,0.11212121212121212,0
499889,560,84,273,-0.025,0
122,37,1,0,0.018181818181818167,0
1034,944,0,0,0.0,0
63,32,0,0,0.0,0
2230,2557,0,2,0.75,2
1614,233,0,0,0.0,0
514,767,0,0,0.0,0
392,2365,0,1,0.0,0
12863,534,0,0,0.0,0
5136,2031,0,1,-0.1111111111111111,0
99,93,0,0,0.0,2
352,1934,0,2,0.4,2
22404,824,22,41,-0.1875,1
3774,1462,12,17,0.0,0
40,372,0,0,0.25,2
1181,572,0,6,0.2287878787878788,2
1317,1604,1,0,0.0,0
12371,1074,1,0,-0.12121212121212124,2
727,878,1,3,0.0,0
7,19,2,1,0.0,0
7,15,0,2,0.0,0
1317,1094,0,0,0.5,1
57,107,0,2,0.4,0
86,354,0,0,0.11111111111111112,1
187,229,0,0,0.0,0
3228,2603,3,2,0.0,0
277,358,0,0,0.0,0
496,578,0,0,0.0,0
718,625,0,0,0.0,0
3196,2687,0,3,0.5,1
23,8,0,0,0.0,0
3002,2951,2,1,0.0,0
40,372,1,0,0.0,0
3713,2947,0,3,-0.125,0
206,609,2,2,0.3666666666666667,1
174,408,0,0,0.0,0
461,233,0,0,0.0,0
461,233,0,0,0.0,2
18248,1275,6,7,0.5,2
11497,1907,0,0,0.2,0
4830,723,1,2,0.0,1
343,135,0,2,0.0,0
80,189,0,0,0.7,2
3537,3474,0,0,0.0,0
461,233,0,0,0.0,0
6303,160,0,0,0.0,0
151492,21,5,11,0.0,0
461,233,0,0,0.345,1
2174,761,0,0,0.25,0
461,233,0,2,0.0,0
461,233,0,1,0.4833333333333333,2
461,233,0,2,0.25,0
1642,2832,0,0,0.0,0
10480,2024,0,1,0.06818181818181818,0
124,753,0,0,0.016666666666666663,2
4871,651,0,0,0.0,0
10265,3332,1,2,0.0,0
5328,1053,1,0,0.0,0
29,56,0,0,-0.05681818181818182,1
278,881,0,0,0.5,1
89,22,1,5,0.0,0
461,233,1,2,0.0,0
461,233,1,0,0.0,0
16878,644,1,2,0.1,2
16,57,0,0,0.0,0
461,233,0,1,0.0,0
461,233,1,1,0.0,0
100,132,0,0,0.2,2
1234,731,2,1,0.2575757575757576,2
2750,402,5,3,0.16666666666666666,0
1642,2832,0,1,0.125,2
89,22,0,4,-0.07916666666666665,2
3457,4876,1,0,-0.3125,2
449,569,0,1,0.0,0
79,513,0,2,0.0,0
1627,1159,1,6,0.0,0
8518,2626,1,3,0.0,0
1642,2832,4,7,0.0,0
461,233,1,1,0.2,0
1602,1859,0,0,-0.07142857142857142,0
164,253,2,1,0.25,1
461,233,0,0,0.5,1
461,233,0,0,0.5,1
6406,9998,0,0,-0.2111111111111111,2
461,233,0,0,0.0,0
20,101,0,2,-0.07500000000000001,1
450,1606,0,0,0.0,0
3002,2951,0,0,0.0,0
3653,1104,0,0,0.0,0
461,233,0,0,0.0,2
461,233,1,1,0.0,0
185,173,1,11,0.4,2
461,233,1,1,0.0,2
7467,2058,4,7,0.0,0
180,53,0,0,0.5,1
13919,7672,0,0,0.5,1
461,233,1,1,0.1875,2
2230,2557,0,0,0.75,2
250,609,0,1,0.5,2
1932,1212,1,0,-0.1,0
461,233,1,1,0.0,0
2458,276,4,3,0.0,0
173,344,0,0,0.04999999999999999,2
64,849,0,1,0.375,2
461,233,0,0,0.0,0
852,202,1,0,0.0,0
342,473,0,0,-0.057777777777777775,1
3518,2776,1,0,0.0,2
2002,3354,5,7,0.0,0
10779,161,1,2,-0.07142857142857142,0
1582,1058,0,1,-0.16666666666666666,0
4485,5,0,0,0.0,0
358,385,0,1,-0.075,1
19,51,0,0,-0.3333333333333333,2
51,269,0,0,-0.625,2
367,526,2,4,0.125,0
52,172,0,1,0.0,0
493,1226,0,0,0.0,0
241,745,0,1,0.0,0
5095,58,0,8,-0.1,0
182,404,1,1,0.3,2
262,690,0,0,0.4333333333333333,2
39210,27897,2,6,0.0,2
290,278,1,0,0.11666666666666667,1
461,233,0,0,0.4,2
550,243,1,2,-0.5,1
3545,2985,0,0,0.33,1
128,662,0,0,0.0,0
1872,1196,1,2,0.03333333333333333,0
5362,90,4,19,-0.25,1
1448,723,2,2,0.0,0
78,114,0,0,0.5333333333333333,2
280,729,0,1,0.0,0
48238,47956,1,0,0.0,0
241,181,0,0,0.5,1
922,611,2,2,0.2,2
1795,4950,0,0,0.16,1
2804,20,3,15,0.0,0
434,361,0,0,0.0,0
53,341,0,0,-0.04166666666666666,0
1298,1352,0,0,0.0,0
3518,2776,2,1,0.45,2
73099,398,3,4,-0.125,2
8086,212,0,0,1.0,0
1315,299,1,7,-0.18787878787878784,0
388,667,0,0,0.0,0
1181,572,0,0,0.75,2
1549,1684,0,0,0.0,1
2166,601,0,1,0.5,1
51431,39968,69,108,-0.016666666666666666,0
226,704,0,0,0.0,0
23,31,0,0,0.0,0
5044,5544,0,1,0.13636363636363635,1
89,73,2,3,0.0,0
31,19,0,0,0.0,0
90,79,0,0,0.03333333333333333,0
461,233,3,3,0.0,0
71,64,1,1,-0.16666666666666666,0
1197,66,2,0,0.04166666666666667,0
315,1066,0,0,0.0,0
461,233,3,1,0.0,0
9391,51,0,0,0.13636363636363635,1
99,2301,0,0,-0.07142857142857142,0
4849,275,27,57,0.5,2
205,534,2,3,0.0,0
193,326,0,1,0.3125,0
114,156,0,0,0.05000000000000002,1
2299,679,0,0,0.0,0
124,24,0,0,0.0,0
10779,161,0,1,0.07878787878787878,0
221,668,0,0,0.06666666666666668,0
142,213,0,1,0.0,0
1201,1238,0,0,-0.1,0
4066,485,0,0,1.0,0
307,2,0,0,1.0,0
2263,32,0,0,-0.07142857142857142,0
100,142,0,0,0.0,0
3012,1113,0,0,0.0,0
870,908,0,0,0.0,0
26,56,0,0,0.15,1
1412,3942,1,1,0.0,0
3012,1113,0,0,0.0,0
260,947,0,0,-0.125,0
2230,2557,0,3,0.75,2
247,575,0,0,0.07878787878787878,1
99,108,1,1,0.0,0
1231,41,0,1,0.0,0
692,449,0,0,0.0,0
1165,384,0,0,1.0,0
17570,13948,0,0,0.0,0
3242,2535,0,0,0.0,0
891,4,0,0,1.0,0
109,68,0,0,-0.05,0
1105519,3389,17,31,0.325,1
49,146,3,9,0.30000000000000004,0
838,598,1,1,0.0,0
6815,986,0,4,0.0,0
1623,1530,0,1,0.0,0
4,4,0,2,0.0,0
11814,191,0,0,0.0,0
170,183,0,0,0.0,0
90,79,0,0,0.08484848484848484,0
414,319,0,2,0.0,0
6660,480,2,10,0.0,0
1605,1832,0,0,0.35,0
98,221,0,0,0.0,0
84,1262,0,1,0.1,0
133,595,2,1,0.10795454545454546,1
386,0,0,0,-0.07142857142857142,0
302,394,0,0,0.0,0
6660,480,0,6,0.0,0
230,435,0,0,0.05000000000000002,2
328,709,1,1,-0.325,0
215,42,1,0,0.0,0
273,428,0,0,0.0,0
956,974,1,2,0.0,0
26113,14274,9,12,0.5,1
2577,678,0,0,0.5,0
63,241,0,0,0.4166666666666667,2
38,151,0,1,0.2,0
65,21,2,7,0.125,0
1,16,0,0,0.13636363636363635,1
326,627,1,0,0.0,0
10478,4248,1,1,0.0,0
210,1892,0,0,0.4166666666666666,1
374,52,1,2,0.5,1
210,1892,0,0,0.4166666666666666,1
12371,1074,0,1,0.1,1
238,389,0,1,0.0,2
26,255,0,0,0.16666666666666666,1
2086677,900,1,13,-0.05,0
11433,2736,0,1,0.5,1
1,16,0,0,0.13636363636363635,1
577796,231,0,1,0.0,0
985,476,2,5,-0.2125,0
3822,4836,4,1,-0.1125,0
1110,571,0,5,0.26875000000000004,1
1557229,1268,67,399,0.0,0
17255,375,0,1,0.0,0
3815,819,2,3,0.11212121212121212,0
2012,848,0,0,0.0,0
15066,1338,22,29,0.2,0
22,18,0,0,0.0,0
5044,5544,0,0,0.16666666666666666,0
1955,2941,7,10,0.5,1
4780,2626,0,1,0.0,0
820,256,1,0,0.0,0
7665,1189,1,1,0.016233766233766232,0
125,261,0,1,0.1,2
12371,1074,1,2,0.275,2
326,83,0,0,0.0,0
26533,557,0,1,0.275,1
3755,1685,1,2,-0.08806818181818182,1
279,371,0,2,-0.25,0
2230,2557,0,2,0.75,2
1553,2189,0,0,0.1,0
10657,5627,3,5,-0.8,2
3605,3949,0,0,0.0056818181818181785,1
346,439,0,0,0.0,0
940283,681,0,0,0.0,0
4479,3575,0,1,0.0,0
374,52,1,1,-0.1,2
185,265,0,0,0.0,0
443684,3636,27,81,0.5,1
0,52,0,1,0.13392857142857142,0
58,721,1,7,0.0,0
21059,1964,0,0,-0.15,2
6644,2903,0,0,-0.3499999999999999,0
44685,1588,30,45,-0.016666666666666666,1
115,269,0,0,0.14285714285714285,1
15144,2264,4,4,0.13636363636363635,1
85,165,0,0,0.13636363636363635,1
6644,2903,1,0,0.0888888888888889,2
1754016,83,0,5,0.16666666666666666,2
1872,1682,3,4,0.0,0
44508,4564,3,5,0.0,0
28,84,0,1,-0.1,0
20,41,0,0,0.12500000000000006,1
17767,15488,0,0,0.24545454545454545,1
563,0,3,3,0.5,1
103,450,0,0,0.0,2
28,84,2,2,-0.05,0
1143,383,0,3,0.5499999999999999,2
323,338,1,5,0.0,0
427,858,0,0,0.0,0
2573,1488,3,3,-0.07142857142857142,0
311,784,3,2,0.4166666666666667,2
6943,4228,1,1,-0.07142857142857142,0
563,81,4,7,0.4000000000000001,2
125,100,0,0,-0.05555555555555555,0
1217,1533,0,0,0.032467532467532464,0
643,102,5,10,0.0,0
10344,488,0,0,0.11818181818181818,2
429,303,1,2,0.0,2
4,4,0,0,0.0,0
4,4,0,0,0.0,0
4,4,0,0,0.25,2
4,4,0,0,0.0,0
1551967,225821,0,0,-0.06666666666666665,2
78,112,0,0,0.5,1
106,675,6,7,0.5,1
4897,1388,2,32,0.0,0
4440,1158,1,1,0.0,0
875,5,0,10,0.0,0
38,256,0,1,0.0,0
587,196,4,4,0.0,0
2804,20,3,17,0.3428571428571429,1
255,194,0,0,0.1,2
449,444,0,0,0.0,0
389,207,0,0,-0.07142857142857142,0
833,558,0,0,0.4,2
822,404,1,0,0.0,0
822,404,1,1,0.0,0
3002,2951,2,0,0.0,0
16,52,0,0,-0.07142857142857142,0
839,0,0,0,0.5,2
589,711,0,4,0.5,2
3826,31,14,14,0.4166666666666667,2
96,357,0,0,0.0,0
182,57,0,0,-0.07142857142857142,0
3774,1462,1,2,0.13636363636363635,1
213971,1008,2,6,0.4,2
5370,167,1,2,0.625,1
41047,30,12,17,0.06818181818181818,2
2230,2557,0,3,0.75,2
4,4,0,0,0.43333333333333335,2
4,4,0,0,0.0,0
4,4,0,0,0.0,0
4,4,0,0,0.0,0
2050,518,0,1,0.0,0
8145,8821,0,0,0.11818181818181818,1
137,964,0,1,0.0,0
307,2,0,0,0.0,0
1251,980,1,1,0.375,2
4066,485,0,0,0.0,0
14753,1188,15,14,0.0,0
459,807,1,1,0.35,0
4,4,0,0,0.0,0
751,258,0,0,0.3333333333333333,0
457,0,0,0,0.43333333333333335,2
1165,384,0,0,0.0,0
1816,884,1,1,-0.5,2
429,440,0,0,0.0,0
120,113,0,0,-0.07142857142857142,0
891,4,0,0,0.0,0
1287,1004,0,0,0.13636363636363635,1
51,219,0,0,0.0,0
883,1812,5,7,0.0,0
4686,1,0,0,0.0,0
208,63,0,0,0.0,0
411,948,0,0,0.0,0
2675,5003,0,0,0.0,0
2300,2094,0,0,0.0,0
125,192,2,2,0.2,0
493,272,0,0,0.16666666666666666,2
2013,156,1,0,0.0,0
139,30,1,1,0.0,0
835,823,0,1,-0.07142857142857142,0
45654,4886,4,4,0.0,0
95636,15270,1,7,0.1,0
7453,914,3,3,0.1,0
1030,2118,0,0,0.0,0
41421,4,0,0,-0.5,2
2804,20,5,22,0.2681818181818182,2
2,24,0,0,0.5,2
2285,5,0,0,-0.07142857142857142,0
